iteration,group_size,partitions,total_updates,avg_updates_per_member,distinct_updaters,conflicts_after_merge,first_secrets,first_crypto,first_bytes,first_ms,recovery_steps,recovery_secrets,recovery_crypto,recovery_bytes,recovery_ms
1,128,4,128,1.000000,128,127,127,1674,17952,14.545674,108,1207,7492,369896,72.965032
1,128,4,192,1.500000,128,127,127,1866,17952,16.154817,122,1391,8616,420088,83.916218
1,128,4,256,2.000000,128,127,127,2058,17952,17.361229,122,1391,8808,420088,85.131513
2,128,4,0,0.000000,0,0,7,42,2848,0.420804,1,7,42,2848,0.420804
2,128,4,64,0.500000,64,67,67,1242,10688,10.359801,45,561,3834,161744,36.441548
2,128,4,128,1.000000,128,127,127,1674,17952,14.556804,125,1388,8454,425752,82.431562
2,128,4,192,1.500000,128,127,127,1866,17952,16.098676,126,1407,8736,430040,84.960215
2,128,4,256,2.000000,128,127,127,2058,17952,17.362108,126,1407,8928,430040,86.158126
3,128,4,0,0.000000,0,0,7,42,2848,0.428324,1,7,42,2848,0.428324
3,128,4,64,0.500000,64,72,72,1262,11352,10.478315,57,710,4598,203848,43.936374
3,128,4,128,1.000000,128,127,127,1674,17952,14.371907,120,1378,8344,414512,81.215543
3,128,4,192,1.500000,128,127,127,1866,17952,15.875708,113,1276,8030,388216,77.732671
3,128,4,256,2.000000,128,127,127,2058,17952,17.102210,113,1276,8222,388216,78.942738
4,128,4,0,0.000000,0,0,7,42,2848,0.420954,1,7,42,2848,0.420954
4,128,4,64,0.500000,64,67,67,1242,10720,10.360461,55,567,3998,182640,38.048562
4,128,4,128,1.000000,128,127,127,1674,17952,14.491521,122,1390,8420,419968,82.015249
4,128,4,192,1.500000,128,127,127,1866,17952,15.715043,127,1461,8966,438528,86.796993
4,128,4,256,2.000000,128,127,127,2058,17952,17.034577,127,1461,9158,438528,88.171530
5,128,4,0,0.000000,0,0,7,42,2848,0.420125,1,7,42,2848,0.420125
5,128,4,64,0.500000,64,72,72,1262,11224,10.576439,48,686,4376,182896,41.831288
5,128,4,128,1.000000,128,127,127,1674,17952,14.147000,118,1390,8364,411936,81.139814
5,128,4,192,1.500000,128,127,127,1866,17952,15.996902,98,1292,7884,360016,76.309938
5,128,4,256,2.000000,128,127,127,2058,17952,17.232565,98,1292,8076,360016,77.619143
6,128,4,0,0.000000,0,0,7,42,2848,0.426374,1,7,42,2848,0.426374
6,128,4,64,0.500000,64,72,72,1262,11288,10.688032,46,596,3988,168208,38.065337
6,128,4,128,1.000000,128,127,127,1674,17952,14.356937,125,1538,9054,443752,88.313333
6,128,4,192,1.500000,128,127,127,1866,17952,15.853208,123,1641,9630,452096,93.471460
6,128,4,256,2.000000,128,127,127,2058,17952,17.155882,123,1641,9822,452096,94.859072
7,128,4,0,0.000000,0,0,7,42,2848,0.416184,1,7,42,2848,0.416184
7,128,4,64,0.500000,64,67,68,1246,10744,10.570148,50,605,4080,177160,39.029795
7,128,4,128,1.000000,128,127,127,1674,17952,14.538563,118,1421,8488,415656,82.917723
7,128,4,192,1.500000,128,127,127,1866,17952,15.906009,103,1402,8394,383256,81.326037
7,128,4,256,2.000000,128,127,127,2058,17952,17.319408,103,1402,8586,383256,82.784990
8,128,4,0,0.000000,0,0,7,42,2848,0.424085,1,7,42,2848,0.424085
8,128,4,64,0.500000,64,70,70,1254,10984,10.486895,59,706,4610,207352,44.084699
8,128,4,128,1.000000,128,127,127,1674,17952,14.280194,115,1379,8278,404592,80.343803
8,128,4,192,1.500000,128,127,127,1866,17952,15.729644,116,1386,8512,407440,82.315816
8,128,4,256,2.000000,128,127,127,2058,17952,17.197403,116,1386,8704,407440,83.707177
9,128,4,0,0.000000,0,0,7,42,2848,0.419595,1,7,42,2848,0.419595
9,128,4,64,0.500000,64,67,67,1242,10720,10.570399,49,570,3926,170920,37.518584
9,128,4,128,1.000000,128,127,127,1674,17952,14.433289,121,1512,8894,432600,86.625306
9,128,4,192,1.500000,128,127,127,1866,17952,15.879978,105,1304,8030,375512,77.550134
9,128,4,256,2.000000,128,127,127,2058,17952,17.151881,105,1304,8222,375512,78.986159
10,128,4,0,0.000000,0,0,7,42,2848,0.416814,1,7,42,2848,0.416814
10,128,4,64,0.500000,64,70,71,1258,11136,10.735834,57,603,4170,190976,40.016429
10,128,4,128,1.000000,128,127,127,1674,17952,14.384817,114,1305,7968,393704,77.425760
10,128,4,192,1.500000,128,127,127,1866,17952,15.801236,110,1228,7796,376432,75.267005
10,128,4,256,2.000000,128,127,127,2058,17952,17.181972,110,1228,7988,376432,76.780677
11,128,4,0,0.000000,0,0,7,42,2848,0.422184,1,7,42,2848,0.422184
11,128,4,64,0.500000,64,71,71,1258,11200,10.625400,56,666,4408,196528,42.308863
11,128,4,128,1.000000,128,127,127,1674,17952,14.461720,108,1358,8096,388016,78.853614
11,128,4,192,1.500000,128,127,127,1866,17952,15.864808,109,1240,7830,375864,75.710437
11,128,4,256,2.000000,128,127,127,2058,17952,17.148091,109,1240,8022,375864,76.949745
12,128,4,0,0.000000,0,0,7,42,2848,0.416405,1,7,42,2848,0.416405
12,128,4,64,0.500000,64,69,70,1254,11016,10.645811,54,594,4092,184000,39.131638
12,128,4,128,1.000000,128,127,127,1674,17952,14.257223,107,1250,7650,373048,74.223642
12,128,4,192,1.500000,128,127,127,1866,17952,15.802706,118,1246,7980,394656,77.036151
12,128,4,256,2.000000,128,127,127,2058,17952,17.115470,118,1246,8172,394656,78.456660
13,128,4,0,0.000000,0,0,7,42,2848,0.421554,1,7,42,2848,0.421554
13,128,4,64,0.500000,64,69,70,1254,11048,10.718623,55,673,4422,195264,42.436108
13,128,4,128,1.000000,128,127,127,1674,17952,14.445239,121,1430,8566,422760,83.441099
13,128,4,192,1.500000,128,127,127,1866,17952,15.676662,119,1247,7998,396784,77.187199
13,128,4,256,2.000000,128,127,127,2058,17952,17.193813,119,1247,8190,396784,78.661785
14,128,4,0,0.000000,0,0,7,42,2848,0.417264,1,7,42,2848,0.417264
14,128,4,64,0.500000,64,68,69,1250,10896,10.503276,46,563,3856,164120,36.715203
14,128,4,128,1.000000,128,127,127,1674,17952,14.516282,125,1516,8966,441112,87.474804
14,128,4,192,1.500000,128,127,127,1866,17952,15.704393,104,1159,7436,356104,71.543964
14,128,4,256,2.000000,128,127,127,2058,17952,17.287396,104,1159,7628,356104,73.297100
